detector,classifier,scene,n_gt,n_matched,n_correct
YOLO-FP16-P15,YOLO-FP16-P15,18,6,6,4
YOLO-FP16-P15,YOLO-FP16-P15,19,4,4,2
YOLO-INT8-P10,YOLO-FP16-P15,0,12,12,10
YOLO-INT8-P10,YOLO-FP16-P15,1,9,9,4
YOLO-INT8-P10,YOLO-FP16-P15,2,11,11,7
YOLO-INT8-P10,YOLO-FP16-P15,3,4,4,2
YOLO-INT8-P10,YOLO-FP16-P15,4,9,7,2
YOLO-INT8-P10,YOLO-FP16-P15,5,4,4,4
YOLO-INT8-P10,YOLO-FP16-P15,6,4,4,3
YOLO-INT8-P10,YOLO-FP16-P15,7,4,4,1
YOLO-INT8-P10,YOLO-FP16-P15,8,16,13,4
YOLO-INT8-P10,YOLO-FP16-P15,9,8,6,0
YOLO-INT8-P10,YOLO-FP16-P15,10,4,4,1
YOLO-INT8-P10,YOLO-FP16-P15,11,5,5,5
YOLO-INT8-P10,YOLO-FP16-P15,12,5,5,1
YOLO-INT8-P10,YOLO-FP16-P15,13,9,8,2
YOLO-INT8-P10,YOLO-FP16-P15,14,5,4,2
YOLO-INT8-P10,YOLO-FP16-P15,15,5,5,4
YOLO-INT8-P10,YOLO-FP16-P15,16,5,5,3
YOLO-INT8-P10,YOLO-FP16-P15,17,3,3,0
YOLO-INT8-P10,YOLO-FP16-P15,18,6,6,4
YOLO-INT8-P10,YOLO-FP16-P15,19,4,4,1
YOLO-INT8-P15,YOLO-FP16-P15,0,12,12,11
YOLO-INT8-P15,YOLO-FP16-P15,1,9,9,5
YOLO-INT8-P15,YOLO-FP16-P15,2,11,11,6
YOLO-INT8-P15,YOLO-FP16-P15,3,4,4,2
YOLO-INT8-P15,YOLO-FP16-P15,4,9,8,2
YOLO-INT8-P15,YOLO-FP16-P15,5,4,4,3
YOLO-INT8-P15,YOLO-FP16-P15,6,4,4,3
YOLO-INT8-P15,YOLO-FP16-P15,7,4,4,2
YOLO-INT8-P15,YOLO-FP16-P15,8,16,13,7
YOLO-INT8-P15,YOLO-FP16-P15,9,8,6,0
YOLO-INT8-P15,YOLO-FP16-P15,10,4,4,1
YOLO-INT8-P15,YOLO-FP16-P15,11,5,5,5
YOLO-INT8-P15,YOLO-FP16-P15,12,5,4,0
YOLO-INT8-P15,YOLO-FP16-P15,13,9,8,1
YOLO-INT8-P15,YOLO-FP16-P15,14,5,3,1
YOLO-INT8-P15,YOLO-FP16-P15,15,5,5,4
YOLO-INT8-P15,YOLO-FP16-P15,16,5,5,3
YOLO-INT8-P15,YOLO-FP16-P15,17,3,3,0
YOLO-INT8-P15,YOLO-FP16-P15,18,6,6,4
YOLO-INT8-P15,YOLO-FP16-P15,19,4,4,1
RT-DETR-FP32,YOLO-FP16-P15,0,12,12,9
RT-DETR-FP32,YOLO-FP16-P15,1,9,9,5
RT-DETR-FP32,YOLO-FP16-P15,2,11,10,8
RT-DETR-FP32,YOLO-FP16-P15,3,4,4,2
RT-DETR-FP32,YOLO-FP16-P15,4,9,8,2
RT-DETR-FP32,YOLO-FP16-P15,5,4,4,4
RT-DETR-FP32,YOLO-FP16-P15,6,4,4,3
RT-DETR-FP32,YOLO-FP16-P15,7,4,4,2
RT-DETR-FP32,YOLO-FP16-P15,8,16,14,5
RT-DETR-FP32,YOLO-FP16-P15,9,8,8,1
RT-DETR-FP32,YOLO-FP16-P15,10,4,4,1
RT-DETR-FP32,YOLO-FP16-P15,11,5,5,4
RT-DETR-FP32,YOLO-FP16-P15,12,5,4,0
RT-DETR-FP32,YOLO-FP16-P15,13,9,9,2
RT-DETR-FP32,YOLO-FP16-P15,14,5,3,1
RT-DETR-FP32,YOLO-FP16-P15,15,5,5,3
RT-DETR-FP32,YOLO-FP16-P15,16,5,5,3
RT-DETR-FP32,YOLO-FP16-P15,17,3,3,0
RT-DETR-FP32,YOLO-FP16-P15,18,6,6,4
RT-DETR-FP32,YOLO-FP16-P15,19,4,4,2
YOLO-FP32-Base,YOLO-INT8-P10,0,12,12,9
YOLO-FP32-Base,YOLO-INT8-P10,1,9,9,4
YOLO-FP32-Base,YOLO-INT8-P10,2,11,10,9
YOLO-FP32-Base,YOLO-INT8-P10,3,4,4,2
YOLO-FP32-Base,YOLO-INT8-P10,4,9,8,2
YOLO-FP32-Base,YOLO-INT8-P10,5,4,4,4
YOLO-FP32-Base,YOLO-INT8-P10,6,4,4,3
YOLO-FP32-Base,YOLO-INT8-P10,7,4,4,3
YOLO-FP32-Base,YOLO-INT8-P10,8,16,13,3
YOLO-FP32-Base,YOLO-INT8-P10,9,8,8,1
YOLO-FP32-Base,YOLO-INT8-P10,10,4,4,2
YOLO-FP32-Base,YOLO-INT8-P10,11,5,5,4
YOLO-FP32-Base,YOLO-INT8-P10,12,5,5,1
YOLO-FP32-Base,YOLO-INT8-P10,13,9,9,2
YOLO-FP32-Base,YOLO-INT8-P10,14,5,4,2
YOLO-FP32-Base,YOLO-INT8-P10,15,5,5,3
YOLO-FP32-Base,YOLO-INT8-P10,16,5,5,4
YOLO-FP32-Base,YOLO-INT8-P10,17,3,3,1
YOLO-FP32-Base,YOLO-INT8-P10,18,6,6,4
YOLO-FP32-Base,YOLO-INT8-P10,19,4,4,1
YOLO-FP32-P10,YOLO-INT8-P10,0,12,12,8
YOLO-FP32-P10,YOLO-INT8-P10,1,9,9,5
YOLO-FP32-P10,YOLO-INT8-P10,2,11,9,6
YOLO-FP32-P10,YOLO-INT8-P10,3,4,4,2
YOLO-FP32-P10,YOLO-INT8-P10,4,9,7,2
YOLO-FP32-P10,YOLO-INT8-P10,5,4,4,3
YOLO-FP32-P10,YOLO-INT8-P10,6,4,4,3
YOLO-FP32-P10,YOLO-INT8-P10,7,4,4,2
YOLO-FP32-P10,YOLO-INT8-P10,8,16,14,4
YOLO-FP32-P10,YOLO-INT8-P10,9,8,8,1
YOLO-FP32-P10,YOLO-INT8-P10,10,4,4,2
YOLO-FP32-P10,YOLO-INT8-P10,11,5,5,4
YOLO-FP32-P10,YOLO-INT8-P10,12,5,4,0
YOLO-FP32-P10,YOLO-INT8-P10,13,9,9,2
YOLO-FP32-P10,YOLO-INT8-P10,14,5,4,1
YOLO-FP32-P10,YOLO-INT8-P10,15,5,5,3
YOLO-FP32-P10,YOLO-INT8-P10,16,5,5,5
YOLO-FP32-P10,YOLO-INT8-P10,17,3,3,0
YOLO-FP32-P10,YOLO-INT8-P10,18,6,6,4
YOLO-FP32-P10,YOLO-INT8-P10,19,4,4,1
YOLO-FP32-P15,YOLO-INT8-P10,0,12,12,6
YOLO-FP32-P15,YOLO-INT8-P10,1,9,9,4
YOLO-FP32-P15,YOLO-INT8-P10,2,11,11,9
YOLO-FP32-P15,YOLO-INT8-P10,3,4,4,2
YOLO-FP32-P15,YOLO-INT8-P10,4,9,7,2
YOLO-FP32-P15,YOLO-INT8-P10,5,4,4,4
YOLO-FP32-P15,YOLO-INT8-P10,6,4,4,3
YOLO-FP32-P15,YOLO-INT8-P10,7,4,4,3
YOLO-FP32-P15,YOLO-INT8-P10,8,16,15,4
YOLO-FP32-P15,YOLO-INT8-P10,9,8,8,1
YOLO-FP32-P15,YOLO-INT8-P10,10,4,4,2
YOLO-FP32-P15,YOLO-INT8-P10,11,5,5,4
YOLO-FP32-P15,YOLO-INT8-P10,12,5,4,0
YOLO-FP32-P15,YOLO-INT8-P10,13,9,9,1
YOLO-FP32-P15,YOLO-INT8-P10,14,5,3,1
YOLO-FP32-P15,YOLO-INT8-P10,15,5,5,4
YOLO-FP32-P15,YOLO-INT8-P10,16,5,5,4
YOLO-FP32-P15,YOLO-INT8-P10,17,3,3,1
YOLO-FP32-P15,YOLO-INT8-P10,18,6,6,4
YOLO-FP32-P15,YOLO-INT8-P10,19,4,4,2
YOLO-FP16-P10,YOLO-INT8-P10,0,12,12,8
YOLO-FP16-P10,YOLO-INT8-P10,1,9,9,4
YOLO-FP16-P10,YOLO-INT8-P10,2,11,10,8
YOLO-FP16-P10,YOLO-INT8-P10,3,4,4,2
YOLO-FP16-P10,YOLO-INT8-P10,4,9,7,2
YOLO-FP16-P10,YOLO-INT8-P10,5,4,4,4
YOLO-FP16-P10,YOLO-INT8-P10,6,4,4,3
YOLO-FP16-P10,YOLO-INT8-P10,7,4,4,2
YOLO-FP16-P10,YOLO-INT8-P10,8,16,14,4
YOLO-FP16-P10,YOLO-INT8-P10,9,8,8,1
YOLO-FP16-P10,YOLO-INT8-P10,10,4,4,1
YOLO-FP16-P10,YOLO-INT8-P10,11,5,5,4
YOLO-FP16-P10,YOLO-INT8-P10,12,5,4,0
YOLO-FP16-P10,YOLO-INT8-P10,13,9,9,1
YOLO-FP16-P10,YOLO-INT8-P10,14,5,4,1
YOLO-FP16-P10,YOLO-INT8-P10,15,5,5,3
YOLO-FP16-P10,YOLO-INT8-P10,16,5,5,4
YOLO-FP16-P10,YOLO-INT8-P10,17,3,3,1
YOLO-FP16-P10,YOLO-INT8-P10,18,6,6,4
YOLO-FP16-P10,YOLO-INT8-P10,19,4,4,1
YOLO-FP16-P15,YOLO-INT8-P10,0,12,12,7
YOLO-FP16-P15,YOLO-INT8-P10,1,9,9,4
YOLO-FP16-P15,YOLO-INT8-P10,2,11,11,8
YOLO-FP16-P15,YOLO-INT8-P10,3,4,4,2
YOLO-FP16-P15,YOLO-INT8-P10,4,9,7,2
YOLO-FP16-P15,YOLO-INT8-P10,5,4,4,4
YOLO-FP16-P15,YOLO-INT8-P10,6,4,4,3
YOLO-FP16-P15,YOLO-INT8-P10,7,4,4,4
YOLO-FP16-P15,YOLO-INT8-P10,8,16,14,3
YOLO-FP16-P15,YOLO-INT8-P10,9,8,8,2
YOLO-FP16-P15,YOLO-INT8-P10,10,4,4,2
YOLO-FP16-P15,YOLO-INT8-P10,11,5,5,4
YOLO-FP16-P15,YOLO-INT8-P10,12,5,4,0
YOLO-FP16-P15,YOLO-INT8-P10,13,9,9,1
YOLO-FP16-P15,YOLO-INT8-P10,14,5,3,1
YOLO-FP16-P15,YOLO-INT8-P10,15,5,5,3
YOLO-FP16-P15,YOLO-INT8-P10,16,5,5,3
YOLO-FP16-P15,YOLO-INT8-P10,17,3,3,0
YOLO-FP16-P15,YOLO-INT8-P10,18,6,6,4
YOLO-FP16-P15,YOLO-INT8-P10,19,4,4,1
YOLO-INT8-P10,YOLO-INT8-P10,0,12,12,8
YOLO-INT8-P10,YOLO-INT8-P10,1,9,9,4
YOLO-INT8-P10,YOLO-INT8-P10,2,11,11,8
YOLO-INT8-P10,YOLO-INT8-P10,3,4,4,2
YOLO-INT8-P10,YOLO-INT8-P10,4,9,7,2
YOLO-INT8-P10,YOLO-INT8-P10,5,4,4,4
YOLO-INT8-P10,YOLO-INT8-P10,6,4,4,3
YOLO-INT8-P10,YOLO-INT8-P10,7,4,4,2
YOLO-INT8-P10,YOLO-INT8-P10,8,16,13,4
YOLO-INT8-P10,YOLO-INT8-P10,9,8,6,1
YOLO-INT8-P10,YOLO-INT8-P10,10,4,4,2
YOLO-INT8-P10,YOLO-INT8-P10,11,5,5,5
YOLO-INT8-P10,YOLO-INT8-P10,12,5,5,2
YOLO-INT8-P10,YOLO-INT8-P10,13,9,8,1
YOLO-INT8-P10,YOLO-INT8-P10,14,5,4,1
YOLO-INT8-P10,YOLO-INT8-P10,15,5,5,3
YOLO-INT8-P10,YOLO-INT8-P10,16,5,5,3
YOLO-INT8-P10,YOLO-INT8-P10,17,3,3,0
YOLO-INT8-P10,YOLO-INT8-P10,18,6,6,3
YOLO-INT8-P10,YOLO-INT8-P10,19,4,4,2
YOLO-INT8-P15,YOLO-INT8-P10,0,12,12,8
YOLO-INT8-P15,YOLO-INT8-P10,1,9,9,4
YOLO-INT8-P15,YOLO-INT8-P10,2,11,11,6
YOLO-INT8-P15,YOLO-INT8-P10,3,4,4,2
YOLO-INT8-P15,YOLO-INT8-P10,4,9,8,2
YOLO-INT8-P15,YOLO-INT8-P10,5,4,4,2
YOLO-INT8-P15,YOLO-INT8-P10,6,4,4,3
YOLO-INT8-P15,YOLO-INT8-P10,7,4,4,3
YOLO-INT8-P15,YOLO-INT8-P10,8,16,13,5
YOLO-INT8-P15,YOLO-INT8-P10,9,8,6,0
YOLO-INT8-P15,YOLO-INT8-P10,10,4,4,2
YOLO-INT8-P15,YOLO-INT8-P10,11,5,5,5
YOLO-INT8-P15,YOLO-INT8-P10,12,5,4,0
YOLO-INT8-P15,YOLO-INT8-P10,13,9,8,1
YOLO-INT8-P15,YOLO-INT8-P10,14,5,3,2
YOLO-INT8-P15,YOLO-INT8-P10,15,5,5,3
YOLO-INT8-P15,YOLO-INT8-P10,16,5,5,3
YOLO-INT8-P15,YOLO-INT8-P10,17,3,3,0
YOLO-INT8-P15,YOLO-INT8-P10,18,6,6,3
YOLO-INT8-P15,YOLO-INT8-P10,19,4,4,2
RT-DETR-FP32,YOLO-INT8-P10,0,12,12,8
RT-DETR-FP32,YOLO-INT8-P10,1,9,9,4
RT-DETR-FP32,YOLO-INT8-P10,2,11,10,8
RT-DETR-FP32,YOLO-INT8-P10,3,4,4,2
RT-DETR-FP32,YOLO-INT8-P10,4,9,8,2
RT-DETR-FP32,YOLO-INT8-P10,5,4,4,4
RT-DETR-FP32,YOLO-INT8-P10,6,4,4,3
RT-DETR-FP32,YOLO-INT8-P10,7,4,4,3
RT-DETR-FP32,YOLO-INT8-P10,8,16,14,3
RT-DETR-FP32,YOLO-INT8-P10,9,8,8,2
RT-DETR-FP32,YOLO-INT8-P10,10,4,4,2
RT-DETR-FP32,YOLO-INT8-P10,11,5,5,4
RT-DETR-FP32,YOLO-INT8-P10,12,5,4,0
RT-DETR-FP32,YOLO-INT8-P10,13,9,9,1
RT-DETR-FP32,YOLO-INT8-P10,14,5,3,0
RT-DETR-FP32,YOLO-INT8-P10,15,5,5,3
RT-DETR-FP32,YOLO-INT8-P10,16,5,5,4
RT-DETR-FP32,YOLO-INT8-P10,17,3,3,0
RT-DETR-FP32,YOLO-INT8-P10,18,6,6,5
RT-DETR-FP32,YOLO-INT8-P10,19,4,4,1
YOLO-FP32-Base,YOLO-INT8-P15,0,12,12,10
YOLO-FP32-Base,YOLO-INT8-P15,1,9,9,4
YOLO-FP32-Base,YOLO-INT8-P15,2,11,10,7
YOLO-FP32-Base,YOLO-INT8-P15,3,4,4,2
YOLO-FP32-Base,YOLO-INT8-P15,4,9,8,1
YOLO-FP32-Base,YOLO-INT8-P15,5,4,4,4
YOLO-FP32-Base,YOLO-INT8-P15,6,4,4,4
YOLO-FP32-Base,YOLO-INT8-P15,7,4,4,2
YOLO-FP32-Base,YOLO-INT8-P15,8,16,13,6
YOLO-FP32-Base,YOLO-INT8-P15,9,8,8,1
YOLO-FP32-Base,YOLO-INT8-P15,10,4,4,1
YOLO-FP32-Base,YOLO-INT8-P15,11,5,5,3
YOLO-FP32-Base,YOLO-INT8-P15,12,5,5,1
YOLO-FP32-Base,YOLO-INT8-P15,13,9,9,3
YOLO-FP32-Base,YOLO-INT8-P15,14,5,4,1
YOLO-FP32-Base,YOLO-INT8-P15,15,5,5,3
YOLO-FP32-Base,YOLO-INT8-P15,16,5,5,3
YOLO-FP32-Base,YOLO-INT8-P15,17,3,3,0
YOLO-FP32-Base,YOLO-INT8-P15,18,6,6,4
YOLO-FP32-Base,YOLO-INT8-P15,19,4,4,1
YOLO-FP32-P10,YOLO-INT8-P15,0,12,12,10
YOLO-FP32-P10,YOLO-INT8-P15,1,9,9,5
YOLO-FP32-P10,YOLO-INT8-P15,2,11,9,5
YOLO-FP32-P10,YOLO-INT8-P15,3,4,4,2
YOLO-FP32-P10,YOLO-INT8-P15,4,9,7,1
YOLO-FP32-P10,YOLO-INT8-P15,5,4,4,4
YOLO-FP32-P10,YOLO-INT8-P15,6,4,4,4
YOLO-FP32-P10,YOLO-INT8-P15,7,4,4,2
YOLO-FP32-P10,YOLO-INT8-P15,8,16,14,7
YOLO-FP32-P10,YOLO-INT8-P15,9,8,8,0
YOLO-FP32-P10,YOLO-INT8-P15,10,4,4,2
YOLO-FP32-P10,YOLO-INT8-P15,11,5,5,4
YOLO-FP32-P10,YOLO-INT8-P15,12,5,4,0
YOLO-FP32-P10,YOLO-INT8-P15,13,9,9,3
YOLO-FP32-P10,YOLO-INT8-P15,14,5,4,2
YOLO-FP32-P10,YOLO-INT8-P15,15,5,5,3
YOLO-FP32-P10,YOLO-INT8-P15,16,5,5,3
YOLO-FP32-P10,YOLO-INT8-P15,17,3,3,0
YOLO-FP32-P10,YOLO-INT8-P15,18,6,6,4
YOLO-FP32-P10,YOLO-INT8-P15,19,4,4,1
YOLO-FP32-P15,YOLO-INT8-P15,0,12,12,10
YOLO-FP32-P15,YOLO-INT8-P15,1,9,9,4
YOLO-FP32-P15,YOLO-INT8-P15,2,11,11,7
YOLO-FP32-P15,YOLO-INT8-P15,3,4,4,1
YOLO-FP32-P15,YOLO-INT8-P15,4,9,7,1
YOLO-FP32-P15,YOLO-INT8-P15,5,4,4,4
YOLO-FP32-P15,YOLO-INT8-P15,6,4,4,4
YOLO-FP32-P15,YOLO-INT8-P15,7,4,4,2
YOLO-FP32-P15,YOLO-INT8-P15,8,16,15,6
YOLO-FP32-P15,YOLO-INT8-P15,9,8,8,0
YOLO-FP32-P15,YOLO-INT8-P15,10,4,4,2
YOLO-FP32-P15,YOLO-INT8-P15,11,5,5,4
YOLO-FP32-P15,YOLO-INT8-P15,12,5,4,0
YOLO-FP32-P15,YOLO-INT8-P15,13,9,9,2
YOLO-FP32-P15,YOLO-INT8-P15,14,5,3,1
YOLO-FP32-P15,YOLO-INT8-P15,15,5,5,3
YOLO-FP32-P15,YOLO-INT8-P15,16,5,5,3
YOLO-FP32-P15,YOLO-INT8-P15,17,3,3,0
YOLO-FP32-P15,YOLO-INT8-P15,18,6,6,3
YOLO-FP32-P15,YOLO-INT8-P15,19,4,4,1
YOLO-FP16-P10,YOLO-INT8-P15,0,12,12,10
YOLO-FP16-P10,YOLO-INT8-P15,1,9,9,5
YOLO-FP16-P10,YOLO-INT8-P15,2,11,10,7
YOLO-FP16-P10,YOLO-INT8-P15,3,4,4,2
YOLO-FP16-P10,YOLO-INT8-P15,4,9,7,1
YOLO-FP16-P10,YOLO-INT8-P15,5,4,4,4
YOLO-FP16-P10,YOLO-INT8-P15,6,4,4,3
YOLO-FP16-P10,YOLO-INT8-P15,7,4,4,2
YOLO-FP16-P10,YOLO-INT8-P15,8,16,14,7
YOLO-FP16-P10,YOLO-INT8-P15,9,8,8,0
YOLO-FP16-P10,YOLO-INT8-P15,10,4,4,2
YOLO-FP16-P10,YOLO-INT8-P15,11,5,5,5
YOLO-FP16-P10,YOLO-INT8-P15,12,5,4,0
YOLO-FP16-P10,YOLO-INT8-P15,13,9,9,2
YOLO-FP16-P10,YOLO-INT8-P15,14,5,4,0
YOLO-FP16-P10,YOLO-INT8-P15,15,5,5,3
YOLO-FP16-P10,YOLO-INT8-P15,16,5,5,3
YOLO-FP16-P10,YOLO-INT8-P15,17,3,3,0
YOLO-FP16-P10,YOLO-INT8-P15,18,6,6,4
YOLO-FP16-P10,YOLO-INT8-P15,19,4,4,1
YOLO-FP16-P15,YOLO-INT8-P15,0,12,12,10
YOLO-FP16-P15,YOLO-INT8-P15,1,9,9,5
YOLO-FP16-P15,YOLO-INT8-P15,2,11,11,7
YOLO-FP16-P15,YOLO-INT8-P15,3,4,4,1
YOLO-FP16-P15,YOLO-INT8-P15,4,9,7,1
YOLO-FP16-P15,YOLO-INT8-P15,5,4,4,4
YOLO-FP16-P15,YOLO-INT8-P15,6,4,4,4
YOLO-FP16-P15,YOLO-INT8-P15,7,4,4,2
YOLO-FP16-P15,YOLO-INT8-P15,8,16,14,6
YOLO-FP16-P15,YOLO-INT8-P15,9,8,8,0
YOLO-FP16-P15,YOLO-INT8-P15,10,4,4,2
YOLO-FP16-P15,YOLO-INT8-P15,11,5,5,4
YOLO-FP16-P15,YOLO-INT8-P15,12,5,4,0
YOLO-FP16-P15,YOLO-INT8-P15,13,9,9,2
YOLO-FP16-P15,YOLO-INT8-P15,14,5,3,1
YOLO-FP16-P15,YOLO-INT8-P15,15,5,5,3
YOLO-FP16-P15,YOLO-INT8-P15,16,5,5,3
YOLO-FP16-P15,YOLO-INT8-P15,17,3,3,0
YOLO-FP16-P15,YOLO-INT8-P15,18,6,6,4
YOLO-FP16-P15,YOLO-INT8-P15,19,4,4,2
YOLO-INT8-P10,YOLO-INT8-P15,0,12,12,10
YOLO-INT8-P10,YOLO-INT8-P15,1,9,9,4
YOLO-INT8-P10,YOLO-INT8-P15,2,11,11,7
YOLO-INT8-P10,YOLO-INT8-P15,3,4,4,2
YOLO-INT8-P10,YOLO-INT8-P15,4,9,7,1
YOLO-INT8-P10,YOLO-INT8-P15,5,4,4,4
YOLO-INT8-P10,YOLO-INT8-P15,6,4,4,4
YOLO-INT8-P10,YOLO-INT8-P15,7,4,4,1
YOLO-INT8-P10,YOLO-INT8-P15,8,16,13,5
YOLO-INT8-P10,YOLO-INT8-P15,9,8,6,0
YOLO-INT8-P10,YOLO-INT8-P15,10,4,4,1
YOLO-INT8-P10,YOLO-INT8-P15,11,5,5,5
YOLO-INT8-P10,YOLO-INT8-P15,12,5,5,1
YOLO-INT8-P10,YOLO-INT8-P15,13,9,8,2
YOLO-INT8-P10,YOLO-INT8-P15,14,5,4,1
YOLO-INT8-P10,YOLO-INT8-P15,15,5,5,4
YOLO-INT8-P10,YOLO-INT8-P15,16,5,5,3
YOLO-INT8-P10,YOLO-INT8-P15,17,3,3,0
YOLO-INT8-P10,YOLO-INT8-P15,18,6,6,3
YOLO-INT8-P10,YOLO-INT8-P15,19,4,4,1
YOLO-INT8-P15,YOLO-INT8-P15,0,12,12,10
YOLO-INT8-P15,YOLO-INT8-P15,1,9,9,4
YOLO-INT8-P15,YOLO-INT8-P15,2,11,11,7
YOLO-INT8-P15,YOLO-INT8-P15,3,4,4,1
YOLO-INT8-P15,YOLO-INT8-P15,4,9,8,1
YOLO-INT8-P15,YOLO-INT8-P15,5,4,4,4
YOLO-INT8-P15,YOLO-INT8-P15,6,4,4,3
YOLO-INT8-P15,YOLO-INT8-P15,7,4,4,1
YOLO-INT8-P15,YOLO-INT8-P15,8,16,13,7
YOLO-INT8-P15,YOLO-INT8-P15,9,8,6,0
YOLO-INT8-P15,YOLO-INT8-P15,10,4,4,0
YOLO-INT8-P15,YOLO-INT8-P15,11,5,5,5
YOLO-INT8-P15,YOLO-INT8-P15,12,5,4,0
YOLO-INT8-P15,YOLO-INT8-P15,13,9,8,0
YOLO-INT8-P15,YOLO-INT8-P15,14,5,3,1
YOLO-INT8-P15,YOLO-INT8-P15,15,5,5,4
YOLO-INT8-P15,YOLO-INT8-P15,16,5,5,3
YOLO-INT8-P15,YOLO-INT8-P15,17,3,3,1
YOLO-INT8-P15,YOLO-INT8-P15,18,6,6,3
YOLO-INT8-P15,YOLO-INT8-P15,19,4,4,1
RT-DETR-FP32,YOLO-INT8-P15,0,12,12,9
RT-DETR-FP32,YOLO-INT8-P15,1,9,9,5
RT-DETR-FP32,YOLO-INT8-P15,2,11,10,7
RT-DETR-FP32,YOLO-INT8-P15,3,4,4,1
RT-DETR-FP32,YOLO-INT8-P15,4,9,8,1
RT-DETR-FP32,YOLO-INT8-P15,5,4,4,3
RT-DETR-FP32,YOLO-INT8-P15,6,4,4,3
RT-DETR-FP32,YOLO-INT8-P15,7,4,4,2
RT-DETR-FP32,YOLO-INT8-P15,8,16,14,6
RT-DETR-FP32,YOLO-INT8-P15,9,8,8,1
RT-DETR-FP32,YOLO-INT8-P15,10,4,4,1
RT-DETR-FP32,YOLO-INT8-P15,11,5,5,4
RT-DETR-FP32,YOLO-INT8-P15,12,5,4,0
RT-DETR-FP32,YOLO-INT8-P15,13,9,9,2
RT-DETR-FP32,YOLO-INT8-P15,14,5,3,1
RT-DETR-FP32,YOLO-INT8-P15,15,5,5,3
RT-DETR-FP32,YOLO-INT8-P15,16,5,5,3
RT-DETR-FP32,YOLO-INT8-P15,17,3,3,0
RT-DETR-FP32,YOLO-INT8-P15,18,6,6,4
RT-DETR-FP32,YOLO-INT8-P15,19,4,4,1
YOLO-FP32-Base,LANMSFF,0,12,12,9
YOLO-FP32-Base,LANMSFF,1,9,9,6
YOLO-FP32-Base,LANMSFF,2,11,10,5
YOLO-FP32-Base,LANMSFF,3,4,4,2
YOLO-FP32-Base,LANMSFF,4,9,8,4
YOLO-FP32-Base,LANMSFF,5,4,4,4
YOLO-FP32-Base,LANMSFF,6,4,4,4
YOLO-FP32-Base,LANMSFF,7,4,4,3
YOLO-FP32-Base,LANMSFF,8,16,13,5
YOLO-FP32-Base,LANMSFF,9,8,8,6
YOLO-FP32-Base,LANMSFF,10,4,4,3
YOLO-FP32-Base,LANMSFF,11,5,5,4
YOLO-FP32-Base,LANMSFF,12,5,5,2
YOLO-FP32-Base,LANMSFF,13,9,9,8
YOLO-FP32-Base,LANMSFF,14,5,4,3
YOLO-FP32-Base,LANMSFF,15,5,5,4
YOLO-FP32-Base,LANMSFF,16,5,5,5
YOLO-FP32-Base,LANMSFF,17,3,3,1
YOLO-FP32-Base,LANMSFF,18,6,6,2
YOLO-FP32-Base,LANMSFF,19,4,4,3
YOLO-FP32-P10,LANMSFF,0,12,12,9
YOLO-FP32-P10,LANMSFF,1,9,9,6
YOLO-FP32-P10,LANMSFF,2,11,9,5
YOLO-FP32-P10,LANMSFF,3,4,4,2
YOLO-FP32-P10,LANMSFF,4,9,7,5
YOLO-FP32-P10,LANMSFF,5,4,4,4
YOLO-FP32-P10,LANMSFF,6,4,4,3
YOLO-FP32-P10,LANMSFF,7,4,4,3
YOLO-FP32-P10,LANMSFF,8,16,14,6
YOLO-FP32-P10,LANMSFF,9,8,8,6
YOLO-FP32-P10,LANMSFF,10,4,4,3
YOLO-FP32-P10,LANMSFF,11,5,5,3
YOLO-FP32-P10,LANMSFF,12,5,4,2
YOLO-FP32-P10,LANMSFF,13,9,9,8
YOLO-FP32-P10,LANMSFF,14,5,4,3
YOLO-FP32-P10,LANMSFF,15,5,5,4
YOLO-FP32-P10,LANMSFF,16,5,5,5
YOLO-FP32-P10,LANMSFF,17,3,3,1
YOLO-FP32-P10,LANMSFF,18,6,6,2
YOLO-FP32-P10,LANMSFF,19,4,4,3
YOLO-FP32-P15,LANMSFF,0,12,12,9
YOLO-FP32-P15,LANMSFF,1,9,9,6
YOLO-FP32-P15,LANMSFF,2,11,11,6
YOLO-FP32-P15,LANMSFF,3,4,4,2
YOLO-FP32-P15,LANMSFF,4,9,7,5
YOLO-FP32-P15,LANMSFF,5,4,4,4
YOLO-FP32-P15,LANMSFF,6,4,4,3
YOLO-FP32-P15,LANMSFF,7,4,4,3
YOLO-FP32-P15,LANMSFF,8,16,15,8
YOLO-FP32-P15,LANMSFF,9,8,8,5
YOLO-FP32-P15,LANMSFF,10,4,4,3
YOLO-FP32-P15,LANMSFF,11,5,5,3
YOLO-FP32-P15,LANMSFF,12,5,4,2
YOLO-FP32-P15,LANMSFF,13,9,9,8
YOLO-FP32-P15,LANMSFF,14,5,3,1
YOLO-FP32-P15,LANMSFF,15,5,5,4
YOLO-FP32-P15,LANMSFF,16,5,5,5
YOLO-FP32-P15,LANMSFF,17,3,3,1
YOLO-FP32-P15,LANMSFF,18,6,6,2
YOLO-FP32-P15,LANMSFF,19,4,4,3
YOLO-FP16-P10,LANMSFF,0,12,12,9
YOLO-FP16-P10,LANMSFF,1,9,9,6
YOLO-FP16-P10,LANMSFF,2,11,10,5
YOLO-FP16-P10,LANMSFF,3,4,4,2
YOLO-FP16-P10,LANMSFF,4,9,7,5
YOLO-FP16-P10,LANMSFF,5,4,4,4
YOLO-FP16-P10,LANMSFF,6,4,4,4
